frame_no,nose.x,nose.y,nose.prob,l.eye.x,l.eye.y,l.eye.prob,r.eye.x,r.eye.y,r.eye.prob,l.ear.x,l.ear.y,l.ear.prob,r.ear.x,r.ear.y,r.ear.prob,l.shoulder.x,l.shoulder.y,l.shoulder.prob,r.shoulder.x,r.shoulder.y,r.shoulder.prob,l.elbow.x,l.elbow.y,l.elbow.prob,r.elbow.x,r.elbow.y,r.elbow.prob,l.wrist.x,l.wrist.y,l.wrist.prob,r.wrist.x,r.wrist.y,r.wrist.prob,l.hip.x,l.hip.y,l.hip.prob,r.hip.x,r.hip.y,r.hip.prob,l.knee.x,l.knee.y,l.knee.prob,r.knee.x,r.knee.y,r.knee.prob,l.ankle.x,l.ankle.y,l.ankle.prob,r.ankle.x,r.ankle.y,r.ankle.prob
1,456.5299987792969,367.6758670806885,0.8687438368797302,488.96312713623047,329.1790008544922,0.8819912075996399,411.4958190917969,335.1847171783447,0.8844754099845886,533.8079452514648,353.21436882019043,0.873102605342865,359.8488998413086,364.27502632141113,0.9542320966720581,628.7104415893555,535.9472465515137,0.0010000000474974513,261.1808776855469,509.99616622924805,0.0010000000474974513,676.1833953857422,574.1232490539551,0.0010000000474974513,211.52606964111328,588.2178497314453,0.0010000000474974513,676.1833953857422,574.1232490539551,9.999999747378752e-06,270.29611587524414,499.96387481689453,4.250289566698484e-05,643.6872100830078,686.0886383056641,0.0007789911469444633,315.4142189025879,735.9323501586914,0.0010000000474974513,643.6872100830078,686.0886383056641,9.999999747378752e-06,315.4142189025879,735.9323501586914,9.999999747378752e-06,643.6872100830078,686.0886383056641,9.999999747378752e-06,315.4142189025879,735.9323501586914,9.999999747378752e-06
2,420.68885803222656,382.3322582244873,0.8814201354980469,458.2765579223633,339.8943042755127,0.8574725389480591,376.1631393432617,349.9673366546631,0.8643542528152466,517.7145767211914,351.7880058288574,0.9902894496917725,338.70574951171875,358.4542751312256,0.7452022433280945,622.0248794555664,544.9472236633301,0.0010000000474974513,265.9305953979492,517.3745155334473,0.0010000000474974513,679.1403961181641,583.4270668029785,0.0010000000474974513,198.61675262451172,576.1372375488281,0.0010000000474974513,679.1403961181641,583.4270668029785,9.999999747378752e-06,198.61675262451172,576.1372375488281,9.999999747378752e-06,622.0248794555664,544.9472236633301,9.999999747378752e-06,302.27827072143555,736.3865089416504,0.0010000000474974513,622.0248794555664,544.9472236633301,9.999999747378752e-06,302.27827072143555,736.3865089416504,9.999999747378752e-06,622.0248794555664,544.9472236633301,9.999999747378752e-06,302.27827072143555,736.3865089416504,9.999999747378752e-06
3,336.5144348144531,356.4397430419922,0.9225373864173889,360.42022705078125,312.6020336151123,0.9395033121109009,296.72468185424805,335.2298355102539,0.9386835098266602,422.2455596923828,321.54184341430664,1.0157544612884521,272.66984939575195,362.4939250946045,0.6136243939399719,554.2071533203125,501.0593032836914,0.0010000000474974513,221.1551284790039,531.6332244873047,0.0010000000474974513,598.4546661376953,615.0794792175293,0.0010000000474974513,165.18831253051758,566.0565948486328,0.000950862537138164,598.4546661376953,615.0794792175293,9.999999747378752e-06,187.58893966674805,503.16781997680664,3.627983824117109e-05,530.3614807128906,775.8347511291504,0.0010000000474974513,282.67871856689453,679.9532890319824,0.0006666840636171401,530.3614807128906,775.8347511291504,9.999999747378752e-06,282.67871856689453,679.9532890319824,9.999999747378752e-06,530.3614807128906,775.8347511291504,9.999999747378752e-06,282.67871856689453,679.9532890319824,9.999999747378752e-06
4,331.4064407348633,361.4337158203125,0.9162761569023132,359.5211410522461,321.33633613586426,0.9195530414581299,295.1373863220215,333.19942474365234,0.9110909104347229,416.6934585571289,335.8026123046875,1.0216883420944214,266.48754119873047,355.0558090209961,0.7591726779937744,538.0857467651367,506.8493843078613,0.0010000000474974513,198.27987670898438,525.4850578308105,0.0010000000474974513,591.6946792602539,605.0408363342285,0.0010000000474974513,159.62088584899902,570.9588432312012,0.0010000000474974513,480.71056365966797,492.2672653198242,6.595093145733699e-05,185.7834815979004,501.5417289733887,4.497151530813426e-05,508.16944122314453,769.7655487060547,0.0010000000474974513,228.64025115966797,694.2683601379395,0.0010000000474974513,508.16944122314453,769.7655487060547,9.999999747378752e-06,228.64025115966797,694.2683601379395,9.999999747378752e-06,508.16944122314453,769.7655487060547,9.999999747378752e-06,228.64025115966797,694.2683601379395,9.999999747378752e-06
5,380.3919982910156,343.2579803466797,0.9128443002700806,407.2126770019531,311.99758529663086,0.9315134286880493,340.15464782714844,316.0898780822754,0.9747582674026489,440.07503509521484,340.7547855377197,0.8447341918945312,286.60404205322266,352.0223808288574,0.9088892936706543,563.7428665161133,519.3130874633789,0.0010000000474974513,198.7430763244629,521.2150382995605,0.0010000000474974513,606.2449645996094,603.8769721984863,0.0010000000474974513,154.88490104675293,571.2336730957031,0.0010000000474974513,505.9513473510742,495.3675842285156,2.8490552722360007e-05,198.53172302246094,493.5431671142578,9.57820302573964e-05,512.0436096191406,752.0705223083496,0.0010000000474974513,234.14037704467773,704.8107147216797,0.0010000000474974513,512.0436096191406,752.0705223083496,9.999999747378752e-06,234.14037704467773,704.8107147216797,9.999999747378752e-06,512.0436096191406,752.0705223083496,9.999999747378752e-06,234.14037704467773,704.8107147216797,9.999999747378752e-06
6,381.80789947509766,214.7722578048706,0.9026429057121277,411.12396240234375,177.51204013824463,0.9190149307250977,337.9879379272461,184.31755542755127,0.9193568229675293,449.0283203125,194.49625968933105,0.8795411586761475,289.0929412841797,215.2655267715454,0.9625852704048157,545.3267669677734,365.61816215515137,0.8606864809989929,219.2586898803711,374.6909523010254,0.9074832797050476,625.4976654052734,567.0271110534668,0.0010000000474974513,156.11888885498047,557.1601295471191,0.0010000000474974513,653.5099029541016,519.2481994628906,0.0010000000474974513,191.21234893798828,532.3602676391602,0.0010000000474974513,513.6124420166016,773.9675903320312,0.0010000000474974513,277.08715438842773,738.7851905822754,0.0010000000474974513,513.6124420166016,773.9675903320312,9.999999747378752e-06,277.08715438842773,738.7851905822754,9.999999747378752e-06,513.6124420166016,773.9675903320312,9.999999747378752e-06,277.08715438842773,738.7851905822754,9.999999747378752e-06
7,391.33556365966797,216.28875732421875,0.9357795119285583,424.4252014160156,179.21613693237305,1.00153648853302,348.4816360473633,181.38673782348633,0.9312393665313721,460.30364990234375,203.60745906829834,0.8906458616256714,295.66076278686523,207.0622444152832,0.9301455020904541,545.6679534912109,374.1452693939209,0.8462159037590027,220.78805923461914,370.6116199493408,0.8994099497795105,625.734748840332,589.8627662658691,0.0010000000474974513,155.68097114562988,569.9750518798828,0.0010000000474974513,653.3844757080078,525.3105354309082,0.0010000000474974513,198.14037322998047,528.0508804321289,0.0010000000474974513,519.4701385498047,830.745849609375,0.0010000000474974513,279.8003387451172,745.1974296569824,0.0010000000474974513,519.4701385498047,830.745849609375,9.999999747378752e-06,279.8003387451172,745.1974296569824,9.999999747378752e-06,519.4701385498047,830.745849609375,9.999999747378752e-06,279.8003387451172,745.1974296569824,9.999999747378752e-06
8,390.7101821899414,219.33820724487305,0.9345303177833557,421.6269302368164,182.5164556503296,0.9783905148506165,348.59447479248047,184.01679039001465,0.9173890948295593,459.1551208496094,199.56982612609863,0.859070897102356,294.731502532959,208.82779598236084,0.9181424975395203,547.2220611572266,378.37557792663574,0.8509873151779175,220.34788131713867,373.6512565612793,0.8887191414833069,628.7100219726562,598.6839294433594,0.0010000000474974513,154.28621292114258,577.5168228149414,0.0010000000474974513,654.1236877441406,520.9566307067871,0.0007880004122853279,197.09928512573242,531.1748886108398,0.0009613977745175362,519.0606307983398,827.7083015441895,0.0010000000474974513,278.38809967041016,756.2941932678223,0.0010000000474974513,519.0606307983398,827.7083015441895,9.999999747378752e-06,278.38809967041016,756.2941932678223,9.999999747378752e-06,519.0606307983398,827.7083015441895,9.999999747378752e-06,278.38809967041016,756.2941932678223,9.999999747378752e-06
9,469.0486145019531,213.42786312103271,0.8369214534759521,510.7215118408203,180.48924922943115,0.8702824711799622,424.65187072753906,177.25074291229248,0.8740835785865784,553.3557510375977,200.73585033416748,0.8714239597320557,373.7583541870117,202.40781784057617,0.9013134837150574,621.7348480224609,378.91845703125,0.6448767781257629,275.4838180541992,358.29291343688965,0.96290123462677,696.1940765380859,591.0468292236328,0.0010000000474974513,193.12435150146484,584.7054862976074,0.0010000000474974513,569.3692016601562,418.3516216278076,0.0010000000474974513,349.96849060058594,480.0861167907715,0.0010000000474974513,541.3756561279297,823.8010025024414,0.0010000000474974513,337.7949523925781,778.9830207824707,0.0010000000474974513,541.3756561279297,823.8010025024414,9.999999747378752e-06,337.7949523925781,778.9830207824707,9.999999747378752e-06,541.3756561279297,823.8010025024414,9.999999747378752e-06,337.7949523925781,778.9830207824707,9.999999747378752e-06
10,454.1480255126953,216.50935649871826,0.8998497128486633,495.54710388183594,179.70168113708496,0.910051703453064,412.53570556640625,177.51803398132324,0.9418657422065735,541.4046096801758,203.31785202026367,0.883232593536377,359.4557189941406,205.71836471557617,0.9146035313606262,631.2668991088867,406.7655086517334,0.6085981130599976,271.88329696655273,356.6971206665039,0.8802226185798645,713.0678558349609,637.9057502746582,0.0010000000474974513,189.82316970825195,576.1930274963379,0.0010000000474974513,550.6797027587891,456.1618423461914,0.0010000000474974513,347.51705169677734,461.4715576171875,0.0010000000474974513,556.4152908325195,856.3006782531738,0.0010000000474974513,327.57843017578125,773.810863494873,0.0010000000474974513,556.4152908325195,856.3006782531738,9.999999747378752e-06,327.57843017578125,773.810863494873,9.999999747378752e-06,556.4152908325195,856.3006782531738,9.999999747378752e-06,327.57843017578125,773.810863494873,9.999999747378752e-06
11,479.81578826904297,225.62466144561768,0.8811468482017517,512.489128112793,186.18919372558594,0.8957473039627075,430.90179443359375,189.91042613983154,0.8934054374694824,551.0730743408203,202.23989009857178,0.845107913017273,369.8828887939453,215.57709217071533,0.9081008434295654,623.0899429321289,389.6389389038086,0.7163280248641968,275.8147430419922,356.54711723327637,0.9523841142654419,703.8144683837891,608.4269714355469,0.0010000000474974513,190.63814163208008,578.6547660827637,0.0010000000474974513,528.6099624633789,459.9562740325928,0.0010000000474974513,342.13489532470703,486.6490173339844,0.0010000000474974513,581.6097259521484,804.0769958496094,0.0010000000474974513,328.5299301147461,755.4176330566406,0.0010000000474974513,581.6097259521484,804.0769958496094,9.999999747378752e-06,328.5299301147461,755.4176330566406,9.999999747378752e-06,581.6097259521484,804.0769958496094,9.999999747378752e-06,328.5299301147461,755.4176330566406,9.999999747378752e-06
12,399.8540496826172,217.22900390625,0.9673039317131042,424.92359161376953,186.18357181549072,0.9058434367179871,357.69603729248047,192.16432571411133,0.8977145552635193,462.906494140625,209.98669624328613,0.8569449186325073,305.77930450439453,222.72465705871582,0.9018068909645081,545.6266403198242,382.36724853515625,0.8464703559875488,229.7599983215332,382.5955867767334,0.8802202343940735,596.9834899902344,596.5441703796387,0.0010000000474974513,136.83225631713867,584.7053718566895,0.0010000000474974513,599.8497772216797,527.6651573181152,0.0005177062703296542,128.48267555236816,535.7711791992188,0.0007167577859945595,497.65682220458984,778.2991790771484,0.0010000000474974513,279.6073913574219,777.8669357299805,0.0010000000474974513,497.65682220458984,778.2991790771484,9.999999747378752e-06,279.6073913574219,777.8669357299805,9.999999747378752e-06,497.65682220458984,778.2991790771484,9.999999747378752e-06,279.6073913574219,777.8669357299805,9.999999747378752e-06
13,361.3003158569336,214.22810554504395,0.900301456451416,390.7255554199219,189.11715030670166,0.9401151537895203,323.0910110473633,185.44841766357422,0.8910899758338928,423.6222457885742,210.35515308380127,0.822635293006897,268.47936630249023,211.27830505371094,0.8748629689216614,487.3893356323242,374.19267654418945,0.845600426197052,178.6442756652832,366.2520503997803,0.8707508444786072,521.3066864013672,589.5188140869141,0.0010000000474974513,85.94247817993164,529.5559501647949,0.0010000000474974513,357.51659393310547,506.94665908813477,0.0007779497536830604,103.62258911132812,549.3190956115723,0.0010000000474974513,426.734619140625,761.1492919921875,0.0010000000474974513,213.76298904418945,727.1284675598145,0.0010000000474974513,426.734619140625,761.1492919921875,9.999999747378752e-06,213.76298904418945,727.1284675598145,9.999999747378752e-06,426.734619140625,761.1492919921875,9.999999747378752e-06,213.76298904418945,727.1284675598145,9.999999747378752e-06
14,55.514631271362305,236.15746021270752,0.8504804968833923,92.26469039916992,212.05102443695068,0.7869671583175659,23.724365234375,199.95177268981934,0.8275800347328186,125.82219123840332,245.2210521697998,0.7746664881706238,-43.77617835998535,219.49059963226318,0.0010000000474974513,175.17454147338867,389.86138343811035,0.9497798681259155,-141.74030303955078,401.4451789855957,0.0010000000474974513,261.7873954772949,555.8247756958008,0.0010000000474974513,-141.74030303955078,401.4451789855957,9.999999747378752e-06,257.85879135131836,545.3913688659668,0.0010000000474974513,-141.74030303955078,401.4451789855957,9.999999747378752e-06,121.59279823303223,794.7975540161133,0.0010000000474974513,3.452889919281006,693.9648056030273,0.0010000000474974513,121.59279823303223,794.7975540161133,9.999999747378752e-06,3.452889919281006,693.9648056030273,9.999999747378752e-06,121.59279823303223,794.7975540161133,9.999999747378752e-06,3.452889919281006,693.9648056030273,9.999999747378752e-06
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,252.83618927001953,219.62101936340332,0.8946176171302795,286.99316024780273,200.531587600708,0.9645766019821167,223.33505630493164,185.2320384979248,0.9168798923492432,311.0064888000488,234.5940113067627,0.7696750164031982,166.2155532836914,209.76306438446045,0.8936567902565002,366.16539001464844,370.7190227508545,0.7935916781425476,56.67219161987305,390.22613525390625,0.8534870147705078,415.10597229003906,580.6904983520508,0.0010000000474974513,-96.52515411376953,600.6175231933594,0.0010000000474974513,234.69295501708984,505.5911064147949,0.0007018712349236012,15.31826138496399,506.93424224853516,0.00030929234344512224,276.4805030822754,736.6840553283691,0.0010000000474974513,120.07454872131348,849.5063781738281,0.0010000000474974513,276.4805030822754,736.6840553283691,9.999999747378752e-06,120.07454872131348,849.5063781738281,9.999999747378752e-06,276.4805030822754,736.6840553283691,9.999999747378752e-06,120.07454872131348,849.5063781738281,9.999999747378752e-06
23,324.51610565185547,305.48418045043945,0.896251916885376,376.19720458984375,271.979398727417,0.900489330291748,294.6577262878418,243.4313678741455,0.8814084529876709,422.0344924926758,275.1401424407959,0.6546452641487122,229.2184829711914,229.0078639984131,0.9663391709327698,461.61956787109375,439.75902557373047,0.750351071357727,119.06688690185547,400.4578971862793,0.883126974105835,441.29146575927734,681.364803314209,0.0010000000474974513,-15.13921856880188,550.9494209289551,0.0010000000474974513,441.29146575927734,681.364803314209,9.999999747378752e-06,-3.5439100861549377,528.9287567138672,0.0010000000474974513,342.9894256591797,916.4936256408691,0.0010000000474974513,171.94536209106445,780.1723480224609,0.0010000000474974513,342.9894256591797,916.4936256408691,9.999999747378752e-06,171.94536209106445,780.1723480224609,9.999999747378752e-06,342.9894256591797,916.4936256408691,9.999999747378752e-06,171.94536209106445,780.1723480224609,9.999999747378752e-06
24,403.67820739746094,226.28289699554443,0.8753014802932739,433.3235549926758,202.6466703414917,0.8936121463775635,365.2207565307617,194.42549228668213,0.8912363052368164,460.8873748779297,235.71388721466064,0.7839618921279907,306.4199638366699,228.90568256378174,0.9650185108184814,527.8225708007812,385.6797409057617,0.8599051237106323,215.40283203125,390.584192276001,0.906846284866333,531.7937469482422,618.1611442565918,0.0010000000474974513,127.66273498535156,577.9361915588379,0.0010000000474974513,531.7937469482422,618.1611442565918,9.999999747378752e-06,122.56167411804199,538.7198066711426,0.0010000000474974513,442.63614654541016,763.3396339416504,0.0010000000474974513,263.35838317871094,777.092399597168,0.0010000000474974513,442.63614654541016,763.3396339416504,9.999999747378752e-06,263.35838317871094,777.092399597168,9.999999747378752e-06,442.63614654541016,763.3396339416504,9.999999747378752e-06,263.35838317871094,777.092399597168,9.999999747378752e-06
25,393.1709289550781,244.4502353668213,0.9163544178009033,421.65348052978516,217.48505115509033,0.9469064474105835,356.90338134765625,215.3367805480957,0.9404969215393066,452.65872955322266,240.7990264892578,0.8577904105186462,308.3205986022949,239.33635711669922,0.9880338907241821,529.1421127319336,394.4250297546387,0.8948817849159241,227.02003479003906,394.4333267211914,0.9324271082878113,587.155876159668,575.9862899780273,0.0010000000474974513,164.20049667358398,566.0622596740723,0.0010000000474974513,574.4300842285156,522.7887725830078,0.000955549068748951,192.1240234375,529.9738883972168,0.0010000000474974513,488.9085388183594,743.023853302002,0.0010000000474974513,266.7903518676758,748.6070251464844,0.0010000000474974513,488.9085388183594,743.023853302002,9.999999747378752e-06,266.7903518676758,748.6070251464844,9.999999747378752e-06,488.9085388183594,743.023853302002,9.999999747378752e-06,266.7903518676758,748.6070251464844,9.999999747378752e-06
26,409.08782958984375,255.02077102661133,0.9402521848678589,439.02408599853516,221.3615369796753,0.9803974032402039,370.0487518310547,221.21367931365967,0.9113419651985168,474.9454879760742,241.83972358703613,0.9199271202087402,320.6116485595703,243.75057220458984,0.9279899597167969,545.2592849731445,378.1076717376709,0.8726991415023804,238.89764785766602,393.54844093322754,0.9161840081214905,617.0724105834961,548.9032745361328,0.0010000000474974513,178.92969131469727,543.1508445739746,0.0010000000474974513,647.6042175292969,527.9655647277832,0.0010000000474974513,195.12191772460938,535.8072853088379,0.0010000000474974513,496.5755081176758,740.8749389648438,0.0010000000474974513,276.075496673584,731.3693046569824,0.0010000000474974513,496.5755081176758,740.8749389648438,9.999999747378752e-06,276.075496673584,731.3693046569824,9.999999747378752e-06,496.5755081176758,740.8749389648438,9.999999747378752e-06,276.075496673584,731.3693046569824,9.999999747378752e-06
27,418.01273345947266,258.47811698913574,0.9031820297241211,450.5617904663086,223.56805801391602,0.9158523082733154,382.9557800292969,224.79289054870605,0.9148305058479309,492.3023223876953,244.42683219909668,0.9923592805862427,340.61527252197266,247.32991218566895,0.9258320927619934,568.7892150878906,400.3629398345947,0.9372186660766602,265.4974365234375,391.5530490875244,0.8807721734046936,622.7778625488281,610.8998680114746,0.0010000000474974513,189.77027893066406,570.4531860351562,0.0010000000474974513,622.7778625488281,610.8998680114746,9.999999747378752e-06,229.10507202148438,533.1404113769531,0.0010000000474974513,528.1655883789062,751.2091255187988,0.0010000000474974513,298.5820960998535,738.5573959350586,0.0010000000474974513,528.1655883789062,751.2091255187988,9.999999747378752e-06,298.5820960998535,738.5573959350586,9.999999747378752e-06,528.1655883789062,751.2091255187988,9.999999747378752e-06,298.5820960998535,738.5573959350586,9.999999747378752e-06
28,412.3844528198242,241.70413970947266,0.9113597869873047,449.39693450927734,206.36109352111816,0.9254485964775085,382.19493865966797,213.63643169403076,0.9232555627822876,511.44309997558594,228.9823579788208,0.9907298684120178,354.8008346557617,231.28108978271484,0.6153441667556763,586.7625045776367,401.1903762817383,0.9136929512023926,279.9241065979004,378.8005542755127,0.8912867903709412,639.1108322143555,612.9179191589355,0.0010000000474974513,219.82500076293945,580.0917434692383,0.0010000000474974513,639.1108322143555,612.9179191589355,9.999999747378752e-06,281.4228630065918,536.5123558044434,0.0006573511054739356,523.9069747924805,755.9638595581055,0.0010000000474974513,314.962215423584,736.589183807373,0.0010000000474974513,523.9069747924805,755.9638595581055,9.999999747378752e-06,314.962215423584,736.589183807373,9.999999747378752e-06,523.9069747924805,755.9638595581055,9.999999747378752e-06,314.962215423584,736.589183807373,9.999999747378752e-06
29,410.6359100341797,258.76044273376465,0.9012904763221741,445.14671325683594,222.11867809295654,0.9224832653999329,377.9752731323242,229.0900468826294,0.9309388995170593,505.98289489746094,234.96472835540771,1.0402768850326538,349.88304138183594,242.45553016662598,0.7484879493713379,586.622200012207,405.2752876281738,0.9109769463539124,283.5423469543457,380.7728862762451,0.8779438734054565,633.2611083984375,603.9793395996094,0.0010000000474974513,222.68993377685547,574.0238571166992,0.0010000000474974513,633.1709671020508,503.44573974609375,0.0006510777748189867,287.7279472351074,531.8652534484863,0.0010000000474974513,531.5883636474609,749.6237754821777,0.0010000000474974513,307.6202964782715,735.0681495666504,0.0010000000474974513,531.5883636474609,749.6237754821777,9.999999747378752e-06,307.6202964782715,735.0681495666504,9.999999747378752e-06,531.5883636474609,749.6237754821777,9.999999747378752e-06,307.6202964782715,735.0681495666504,9.999999747378752e-06
30,434.4129943847656,256.6534423828125,0.9123656153678894,470.3807067871094,214.11046028137207,0.9185301065444946,397.45838165283203,228.1574821472168,0.909434974193573,532.364501953125,233.2164430618286,0.9823214411735535,366.90364837646484,242.28821754455566,0.6358926892280579,629.3558502197266,415.18012046813965,0.8162491321563721,299.46781158447266,387.56884574890137,0.7422333359718323,679.7721099853516,602.797737121582,0.0010000000474974513,233.88328552246094,603.3270835876465,0.0010000000474974513,530.6475830078125,426.2575435638428,0.0010000000474974513,388.084716796875,464.43285942077637,0.0010000000474974513,586.2172317504883,822.4091720581055,0.0010000000474974513,351.4857482910156,786.0410499572754,0.0010000000474974513,586.2172317504883,822.4091720581055,9.999999747378752e-06,351.4857482910156,786.0410499572754,9.999999747378752e-06,586.2172317504883,822.4091720581055,9.999999747378752e-06,351.4857482910156,786.0410499572754,9.999999747378752e-06
31,431.6394805908203,236.80397987365723,0.9164670705795288,469.3320083618164,203.34457397460938,0.9028592705726624,399.75074768066406,212.11724281311035,0.9291538000106812,533.773193359375,231.58185482025146,0.996185839176178,371.84925079345703,236.8754768371582,0.7009646892547607,633.185920715332,419.6875762939453,0.7648721933364868,308.187255859375,371.7538833618164,0.7745712995529175,701.3919067382812,611.1015701293945,0.0010000000474974513,234.71197128295898,601.4912796020508,0.0010000000474974513,524.1666793823242,429.48726654052734,0.0010000000474974513,391.0017395019531,466.3479995727539,0.0010000000474974513,582.0880508422852,852.3862838745117,0.0010000000474974513,352.5824737548828,764.7866249084473,0.0010000000474974513,582.0880508422852,852.3862838745117,9.999999747378752e-06,352.5824737548828,764.7866249084473,9.999999747378752e-06,582.0880508422852,852.3862838745117,9.999999747378752e-06,352.5824737548828,764.7866249084473,9.999999747378752e-06
32,451.15753173828125,243.33558082580566,0.901624321937561,483.61610412597656,209.32260990142822,0.9491574168205261,412.89371490478516,214.95090007781982,0.9414624571800232,533.1265640258789,235.04160404205322,1.0107884407043457,375.9092712402344,246.87864303588867,0.9018855094909668,632.5459671020508,424.62181091308594,0.6075941920280457,292.64705657958984,374.40138816833496,0.8712332248687744,711.5902709960938,576.5424728393555,0.0010000000474974513,229.4440460205078,568.4770774841309,0.0010000000474974513,511.47369384765625,413.48856925964355,0.0010000000474974513,381.48563385009766,477.2248077392578,0.000996506423689425,622.1706771850586,820.9384346008301,0.0010000000474974513,342.7173614501953,726.8636512756348,0.0010000000474974513,622.1706771850586,820.9384346008301,9.999999747378752e-06,342.7173614501953,726.8636512756348,9.999999747378752e-06,622.1706771850586,820.9384346008301,9.999999747378752e-06,342.7173614501953,726.8636512756348,9.999999747378752e-06
